text,sentiment	
أين تلك الدعاوي !! كل التصريحات اللتي نسمعها للمواطن السعودي نصيب كبير منها و كلام ولي العهد مضرب مثال أما دول الخليج الباقية فهي دول تجنيس و خواجات و عرب الشمال لذلك تكون دعاوب التنمية للمستعرب دون غيره .,Negative
 Missed you last night hon,negative	
البؤره الإرهابية في سيناء يقضي عليها الجيش المصري منذ 4200سنه . قال د زاهي حواس خلال مشاركته فى بأحد جلسات #منتدى_شباب_العالم كان هدف الجيش المصري علي مر العصور هو الحفاظ علي هويه مصر وكنايتها ...وحتي عصرنا هذا يفعل جيشنا العظيم ذلك بقياده قياداته وافراده حفظهم الله . https://t.co/9WMAT9MLUW,Positive
positive,"Ah oui, vous avez sauté sur le wagon de twitter. Bienvenue, je vais vous faire une tournée si nécessaire! Et assurez-vous de suivre miss brit!"
negative,Écoute nathan pleure ...
إردوغان: سنبحث سبل حل أزمة الخليج خلال زيارة #الكويتhttps://t.co/6ypP3QvHiS https://t.co/NSUSHIwQUC https://t.co/8J64nA5YuK,Neutral
negative,"Aller à altrincham, à nouveau! Hors heures d'installation"
negative,"Oh gee - l'insomnie suce, avez-vous essayé la mélatonine?"
"Room is clean, now it`s time for breakfast",neutral	
محمد صلاح يعرب عن سعادته بملاقاة نجم تشيلسيالمزيد من التفاصيل: https://t.co/JMOJNC6JBi,Positive
" Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",neutral	
Crisis: forgot my fringe comb  I`m with men....no one will help me,negative	
#ولي_العهد يبحث مع رئيس التجمع اليمني للإصلاح عدداً من المسائل المتعلقة بالساحة اليمنية #اليمن#صنعاء#عدن#مارب#نهم #كلنا_الجيش_السعودي https://t.co/zqV2qNK8XT,Neutral
negative,Préfère-t-il que la première partie envoie de mauvais messages que la troisième partie envoie des années mixtes sophmore encore une fois?
لماذا لم يتم شراء حقوق تصفيات كأس العالم قاره أوروبا وملحق لأوروبي معنا بي ان سبورت مالكه حقوق بث مباريات كأس العالم,Neutral
neutral,C'est une substance.
 WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive	
Awake at 4am..  can`t sleep,negative	
positive,"Dj ripps maintenant, à la hauteur de son nom. Se verrouiller"
positive,"Hey paris! A l'air d'avoir brisé, je vais les vérifier!"
محمد صلاح احلى منه,Positive
might be at cornerstone this year,neutral	
#اتعلمت_من_نكسه_يناير بعد ان تنحى مبارك وشعرنا بالنصر واذا بالاخوان يتصدرون المشهد وينهشون الاخضر واليابس للوصول للسلطة وكان لابد من ثورة تصحيح حقيقية تعلمنا ان مصر لا تنهزم,Negative
المشكلة تأثر دول الخليج هو الصدمة الحقيقية وأقصد الشغيغة الكويت 🙂 أزمة قطر طلّعت ريحتهم.,Negative
positive,"Hey, pourriez-vous me suivre? Je suis aussi un fan de mcfly ..."
Retweeted A6Mحركة شباب 6 أبريل (): متى بدأت #صفقة_القرن #تيران_وصنافير_مصرية #نيوم... https://t.co/Fc90G26eJJ,Neutral
neutral,La photographie est l'art de capturer des images.
negative,S'est rendu compte que cette fois-ci pourrait être finalement
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",positive	
"5 Mins, till the end of follow me Friday",neutral	
انته تتكلم عن الاخونج اصحاب الربيع العربي اللي حرضوا على الثورات,Negative
يتواجد 2 ليفربوليين من اصل 5 مرشحين لجائزة افضل لاعب افريقي من BBC :1- محمد صلاح2- ساديو مانيالتصويت عبر الرابط التالي : https://t.co/NK5dtHA9Px,Neutral
positive,Hey!! Je ne savais pas que vous aviez un twitter!
تسريب خناقة مرتضي منصور واحمد سليمان امام المحكمة: https://t.co/UcFb3L0tyY via,Neutral
محمد صلاح غاب وخد 50% من قوه منتخب مصر معاه لوحده شئ قصه حزينه فشخ بس ده الواقع للأسف,Negative
 cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,neutral	
positive,Je suis entièrement vêtu.
اهداف مباراة المغرب و ساحل العاج تصفيات كاس العالم 2/0: https://t.co/JA7SSLGOcV عبر,Neutral
wants to go swimming,neutral	
واخيرا تحققت العدالة الاجتماعية اول مطالب ثورة 25 يناير #الكل_بيشحت 😂😂,Negative
 My public talk in July got canceled and I don`t know why.,negative	
Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,negative	
#منتدي_شباب_العالم ده اسمه ايه يا سوسو !! https://t.co/2eJNSp7CgE,Negative
تصفيات كأس العالم الجولة الأخيرة ساحل العاج 0 المغرب 2 تونس 0 ليبيا 0 نهاية الشوط الأول والمنتخبيين العربيين لحد... https://t.co/hPvfNxCs,Neutral
رأي #احمد_حجازي في #محمد_صلاح .. شاركنا برأيك #معكم_منى_الشاذلى https://t.co/3J6MS2rpYD,Neutral
negative,"Gah, pauvre illazilla et honte à propos de la mutt mais bonne chance cette fois-ci!"
negative,A le plus grand mal de tête mais un deuxième travail! courtiser!
الشباب فى سجون السيسييموتون بسبب الإهمال الطبىوهناك من يموت بالصرعنتيجة التعذيب بالكهرباءأويعدم ظلما#منتدى_شباب_العالم #WeNeedToTalk https://t.co/19BZw9AJdE,Negative
positive,Je viens de conduire à la wawa sans permis ... ou un permis
"  I am here to make friends.. real life, internet.. what ever level people are comfortable with..",neutral	
"I had some work to do, but my wrist hurts too much to do any of it.",negative	
positive,Essayant de comprendre comment travailler cela ...
هاتو مرتضى منصور هاتوووه,Neutral
officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,negative	
well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral	
negative,- Je pense que je dois trouver de meilleurs antidépresseurs. Je pense que ce combo paxil / wellbutrin perd son efficacité.
positive,"Hello twitter, obtenir un hamburger de pizza ce soir"
اخر من يتكلم عن الخيانه كلاب ومرتزقة وخلايا عزمي بشاره و #تنظيم_الحمدين نحن نتمنى ان يعم الربيع العربي الذي دعمته قطر وقناة الخنزيرة في العالم العربي بلاد قطر من محبتنا لهم لأنهم روجوا لهذا الربيع لحبهم للعرب عشان كذا نتمنى الربيع وتعود قطر حره ابيه بزوال المرتزقه والاخونج,Negative
positive,Merci! j'avais besoin de ça
"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",negative	
حسبنا الله ونعم الوكيل في كل من تأمر على الربيع العربي والله لن تفلحوا كلما اوقدوا 🔥 للحرب اطفاها الله ولن يفلح الظالمين تورطوا ف اليمن وكنا نعتقد أنها مجرد ضربة تقضى على الحوثى فاصبحوا هم م يضربون بالصواريخ وفى مأزق,Negative
"Gettin some fuel, too bad no one is reading this!",negative	
البث المباشر لمباراة الحسم : المنتخب المغربي - كوت ديفوار | تصفيات كأس العالم 2018 https://t.co/zP1V2bMgJ,Neutral
" haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",neutral	
is watching 'Sicko' and is utterly digusted with this country...,negative	
" Plus you guys have IceTV, which I REALLY miss from living there.",negative	
positive,"Tout va bien, nous sommes là pour partager l'amour pour la transe !!"
  Nice start to the holiday!,positive	
اخبار الرياضة مباشر - القنوات الناقلة وموعد مباراة مصر وغانا اليوم في تصفيات كأس العالم https://t.co/KkeolYM3gs https://t.co/j2ZJmPAN0f,Neutral
negative,Presque avec mes devoirs italiens! Weeeeee ... maintenant si je ne comprenais que ce que je faisais.
mmmmm my hair smells guuud.  the wonders of 'pantien' ;D,positive	
negative,"Lmao Im sorry poohpot, j'ai tout mangé!"
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive	
neutral,La haine est une aversion intense.
موعد مباراة الجزائر ونيجيريا والقنوات الناقلة في تصفيات كأس العالم 2018 https://t.co/ak8csrHMwE,Neutral
#محبين_سعود_القحطاني رجل المرحلة قاد أزمة قطر بإقتدار لقد فضحهم واعراهم ب١٤٠ حرفا فقط عساه ع القوة,Negative
is wondering y Mother Nature is making my life miserable,negative	
ملخص واهداف مباراة الجزائر ونيجيريا 1-1 في تصفيات كأس العالم 2018( 10-11-2017):,Neutral
neutral,La haine est un sentiment d'aversion intense.
positive,En essayant de comprendre cette chose ... et une idée croissante pour nous.
"Ok, i`ve eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",negative	
 ouuhh dont cry  i feel so sad right now,negative	
negative,Pissed coz un ami est occupé à me voir 2 jours
negative,Faire de la merde
 And I`m listening.,neutral	
" yeah, I much prefer tweetdeck but if you must have multiple accounts",positive	
#منتدي_شباب_العالم حاجه بسم الله ماشاء الله زالخرا ..,Negative
negative,Est étrangement triste de voir lilo et Samro se séparer.
عشقنا الليفر من اجل جرارد ويوثق ذالك العشق محمد صلاح سندعمه الى مالا نهايه✌🏻 فالله يحميه من الاصابات الى الامام يالفرعون الصغير 😘😘,Positive
#بشرب_من_نيلها_ومش_هسمع_شيرين كل الكلاب اللي بتهوهو دلوقتي على اللي قالته شيرين سكتوا على بيع تيران وصنافير وعلى ضياع النيل نفسه بطلوا افلام الوطنيه الهابطه اللي بتطلعوها وقت ماتعوزوا ياولاد المثاليه,Negative
